0th energy cost ,time_one_episode,0th greedy qoe,0th HEFT energy cost,0th run time cost ,0th HEFT run time cost,value_loss,0th qoe ,mean reward,policy_loss,clipfrac,0th greedy run time cost,policy_entropy,0th greedy energy cost,0th HEFT qoe,approxkl,time_step,time_elapsed
5809.869412830811,51.60169839859009,-0.13939209360371532,6460.546929762217,1591.7803096326193,905.3067227169673,0.7891855835914612,-0.20503297465261416,-0.2782644338056443,0.10188783705234528,0.740963339805603,1433.9680330282845,0.5317993760108948,5985.454400010628,0.08760918985517252,0.2111295461654663,1,51.60170531272888
5948.6652729072575,36.462589502334595,-0.05493263191940926,6460.546929762217,1483.351707538287,905.3067227169673,0.12370848655700684,-0.1610583710033502,-0.18932294540101122,-0.004939190112054348,0.3141699731349945,1205.508181848526,0.672044575214386,6429.644088180034,0.08760918985517252,0.016633693128824234,2,88.73734211921692
6078.576083057506,35.74654746055603,0.0,6460.546929762217,1409.280089085261,905.3067227169673,0.028012355789542198,-0.13244628715310097,-0.15255417783676872,-0.016381744295358658,0.17224998772144318,1053.4447802829743,0.635665774345398,6742.046593811036,0.08760918985517252,0.013188928365707397,3,124.60160946846008
6203.087229212342,34.529409408569336,0.0,6460.546929762217,1319.213056620916,905.3067227169673,0.011074541136622429,-0.09824762093941379,-0.1059518671698198,-0.010863279923796654,0.12079666554927826,1053.4447802829743,0.5625016689300537,6742.046593811036,0.08760918985517252,0.009409903548657894,4,159.22745370864868
6297.059787076926,33.66879963874817,0.0,6460.546929762217,1274.5776692501704,905.3067227169673,0.007893444038927555,-0.08400727429442323,-0.0867208661294597,-0.010361574590206146,0.10857999324798584,1053.4447802829743,0.5190008878707886,6742.046593811036,0.08760918985517252,0.007095461245626211,5,192.99291706085205
6375.6361702940885,33.13137626647949,0.0,6460.546929762217,1227.1579739955264,905.3067227169673,0.005496141500771046,-0.06438425512154203,-0.06982590286094084,-0.009207167662680149,0.07994665950536728,1053.4447802829743,0.47259408235549927,6742.046593811036,0.08760918985517252,0.005585980601608753,6,226.23239922523499
6406.962410943096,33.72001576423645,0.0,6460.546929762217,1187.673860174179,905.3067227169673,0.004543083719909191,-0.0450177135031603,-0.05021385226455296,-0.008619984611868858,0.055689990520477295,1053.4447802829743,0.41426077485084534,6742.046593811036,0.08760918985517252,0.0036934365052729845,7,260.0763428211212
6467.548615068717,32.78133964538574,0.0,6460.546929762217,1127.0878679002128,905.3067227169673,0.0035879432689398527,-0.018353185021049517,-0.03517173983516522,-0.0058758920058608055,0.06688333302736282,1053.4447802829743,0.3994801938533783,6742.046593811036,0.08760918985517252,0.005655404180288315,8,293.01692843437195
6522.154536614176,32.73900890350342,0.0,6460.546929762217,1077.9445801121392,905.3067227169673,0.0034593287855386734,-0.00031476981472380693,-0.017269924879216057,-0.0056822351180016994,0.06142333149909973,1053.4447802829743,0.35768330097198486,6742.046593811036,0.08760918985517252,0.005446461495012045,9,325.86659240722656
6473.7487107214365,29.6751651763916,0.0,6460.546929762217,1057.6142410961786,905.3067227169673,0.003124132053926587,0.012773355093495697,-0.003847866270883351,-0.006697827018797398,0.05595666915178299,1053.4447802829743,0.34344857931137085,6742.046593811036,0.08760918985517252,0.005388827063143253,10,355.6634030342102
